epoch,train_loss,val_loss,learning_rate
70,13508.950171875,15163.434515625,0.002
71,13655.859283203125,15142.7855703125,0.002
72,13533.016916015626,15067.017234375,0.002
73,13627.99407421875,15073.360375,0.002
74,13432.513029296875,15149.0845546875,0.002
75,13575.625451171874,15529.650203125,0.002
76,13382.32258203125,15051.756578125,0.002
77,13436.96853515625,15102.911484375,0.002
78,13363.23378125,15411.520140625,0.002
79,13381.7344921875,15024.3320859375,0.002
80,13294.174126953125,15112.1594609375,0.002
81,12785.98280078125,14577.2862265625,0.001
82,12509.10454296875,14526.032859375,0.001
83,12503.5740546875,14615.2516640625,0.001
84,12407.093404296875,14407.331875,0.001
85,12425.716087890625,14549.9503671875,0.001
86,12417.39809375,14357.7937734375,0.001
87,12350.876537109374,14504.9894609375,0.001
88,12367.970228515625,14401.7658203125,0.001
89,12362.773380859375,14507.56746875,0.001
90,12348.57582421875,14347.534640625,0.001
91,12278.46572265625,14310.6374296875,0.001
92,12274.357875,14645.7836171875,0.001
93,12238.920154296875,14483.2388828125,0.001
94,12238.632908203124,14329.7060234375,0.001
95,12188.44878125,14164.02815625,0.001
96,12270.64361328125,14406.4643828125,0.001
97,12285.11012109375,14483.218109375,0.001
98,12240.987880859375,14525.3001171875,0.001
99,12071.9432265625,14346.3845390625,0.001
100,12169.450685546875,14379.291328125,0.001
101,12129.0754453125,14296.5021875,0.001
102,12076.30204296875,14326.8621875,0.001
103,12148.0084296875,14543.3795859375,0.001
104,12098.923466796876,14247.211578125,0.001
105,12083.87587890625,14133.6269921875,0.001
106,12087.31151953125,14264.449109375,0.001
107,12043.61887890625,14406.856921875,0.001
108,12066.26180078125,14122.2127734375,0.001
109,11980.02262890625,14244.537734375,0.001
110,12003.931587890625,14199.6174609375,0.001
111,12019.329224609375,14611.5761953125,0.001
112,11983.3199453125,14252.0943125,0.001
113,12007.661505859374,14123.905828125,0.001
114,12125.287029296875,14234.6622265625,0.001
115,11890.32837890625,14283.5682421875,0.001
116,11933.83821484375,14477.09496875,0.001
117,11909.7362109375,14301.2117109375,0.001
118,11938.9021875,14197.6269296875,0.001
119,11935.77395703125,14170.7505078125,0.001
120,11647.4576953125,14106.9814296875,0.0005
121,11561.452255859374,14042.287703125,0.0005
122,11551.914541015625,14132.6683984375,0.0005
123,11503.089595703124,13950.129609375,0.0005
124,11489.95744140625,14005.2301171875,0.0005
125,11502.73528515625,13974.558,0.0005
126,11458.699587890625,14063.2035390625,0.0005
127,11470.44027734375,14002.201046875,0.0005
128,11518.80443359375,13972.082421875,0.0005
129,11444.9997109375,13876.2965078125,0.0005
130,11466.587591796875,14033.342890625,0.0005
131,11386.838009765625,14077.5385390625,0.0005
132,11392.22174609375,13863.422734375,0.0005
133,11416.076572265625,14051.44228125,0.0005
134,11427.35510546875,13952.8108671875,0.0005
135,11368.39329296875,13860.6545390625,0.0005
136,11396.51486328125,14018.299515625,0.0005
137,11406.4461171875,13983.9983359375,0.0005
138,11357.156462890625,13877.7942734375,0.0005
139,11397.226921875,14153.414796875,0.0005
140,11365.617529296875,13943.3668125,0.0005
141,11312.495119140625,13924.1687890625,0.0005
142,11299.279857421874,14002.4909453125,0.0005
143,11322.740462890624,13904.5052890625,0.0005
144,11309.035234375,14046.7068515625,0.0005
145,11287.4248515625,13853.7631328125,0.0005
146,11296.71749609375,14002.98265625,0.0005
147,11317.80928515625,13956.228515625,0.0005
148,11262.20835546875,13903.0513359375,0.0005
149,11269.187880859376,13910.1121015625,0.0005
150,11276.281984375,13890.681734375,0.0005
151,11261.8095234375,13871.3555859375,0.0005
152,11261.747125,13889.1946953125,0.0005
153,11242.20862109375,13835.751765625,0.0005
154,11272.370998046876,13946.9428359375,0.0005
155,11253.54115625,14021.6377578125,0.0005
156,11255.567015625,13965.93978125,0.0005
157,11248.506841796874,14046.43646875,0.0005
158,11204.546896484375,13910.1824921875,0.0005
159,11244.24776953125,14026.7398203125,0.0005
160,11212.733509765625,13915.4200234375,0.0005
161,11221.84119921875,13987.1948671875,0.0005
162,11219.009458984376,14011.59434375,0.0005
163,11182.46519921875,13905.19321875,0.0005
164,11208.142365234375,13924.0115703125,0.0005
165,11066.56195703125,13775.2800234375,0.00025
166,11045.7658984375,13794.70390625,0.00025
167,10997.83498046875,13752.7241953125,0.00025
168,11000.5341484375,13792.4770078125,0.00025
169,10985.345115234375,13756.29596875,0.00025
170,10995.179275390625,13763.405046875,0.00025
171,11009.471087890624,13842.1693359375,0.00025
172,10995.080517578124,13785.4630078125,0.00025
173,11005.059796875,13730.3196328125,0.00025
174,10993.27996875,13702.7523671875,0.00025
175,10959.46519140625,13737.2885703125,0.00025
176,10967.28240625,13806.5742109375,0.00025
177,10961.45609375,13775.380625,0.00025
178,10962.968037109375,13811.698015625,0.00025
179,10951.4618828125,13754.373359375,0.00025
180,10933.76669921875,13685.1914296875,0.00025
181,10914.12958203125,13782.656984375,0.00025
182,10948.7503046875,13751.0051015625,0.00025
183,10939.7922265625,13787.5941171875,0.00025
184,10896.67950390625,13787.408625,0.00025
185,10926.167041015626,13692.453875,0.00025
186,10929.64690234375,13788.7300859375,0.00025
187,10933.092544921876,13772.7066328125,0.00025
188,10895.121129882813,13792.764015625,0.00025
189,10916.0448515625,13663.641265625,0.00025
190,10909.896458984374,13747.8682890625,0.00025
191,10890.677880859375,13762.858140625,0.00025
192,10933.747390625,13651.7856015625,0.00025
193,10932.90884765625,13805.8674765625,0.00025
194,10937.24761328125,13809.376109375,0.00025
195,10888.06879296875,13812.5380703125,0.00025
196,10881.51557421875,13733.5203359375,0.00025
197,10899.15511328125,13811.5725390625,0.00025
198,10873.6050390625,13723.84371875,0.00025
199,10849.55462109375,13743.7723359375,0.00025
200,10864.78512109375,13745.838734375,0.00025
201,10876.293533203125,13735.578671875,0.00025
202,10852.7635859375,13692.6755078125,0.00025
203,10872.693673828126,13709.4330859375,0.00025
204,10837.090169921876,13700.9858984375,0.000125
205,10816.140375,13742.9295390625,0.000125
206,10804.027921875,13637.9883046875,0.000125
207,10750.588536132813,13640.019359375,0.000125
208,10817.18818359375,13733.6126640625,0.000125
209,10770.650720703125,13634.2567265625,0.000125
210,10747.576822265624,13690.97996875,0.000125
211,10785.8108984375,13653.3250625,0.000125
212,10786.976267578126,13628.1450546875,0.000125
213,10750.1452109375,13657.94721875,0.000125
214,10768.881607421876,13639.5161640625,0.000125
215,10735.00825390625,13652.3949375,0.000125
216,10750.512435546874,13628.97215625,0.000125
217,10746.168642578124,13688.270609375,0.000125
218,10740.3957890625,13699.786375,0.000125
219,10733.434037109375,13675.1564921875,0.000125
220,10721.61634375,13770.340296875,0.000125
221,10726.650369140625,13768.6433828125,0.000125
222,10768.14743359375,13634.5856796875,0.000125
223,10748.981166015625,13714.0901171875,0.000125
224,10699.186357421875,13711.724875,6.25e-05
225,10691.63987890625,13674.2842734375,6.25e-05
226,10711.5978984375,13705.5579921875,6.25e-05
227,10688.73748046875,13636.3519296875,6.25e-05
228,10691.38255859375,13588.991828125,6.25e-05
229,10668.475748046874,13629.9846015625,6.25e-05
230,10689.194111328125,13688.955375,6.25e-05
231,10711.348306640624,13632.4751171875,6.25e-05
232,10684.458736328124,13635.9210078125,6.25e-05
233,10679.230115234375,13665.72925,6.25e-05
234,10668.54284765625,13636.6316171875,6.25e-05
235,10666.7610859375,13648.6880703125,6.25e-05
236,10653.37523828125,13619.2914609375,6.25e-05
237,10689.253498046875,13652.7473515625,6.25e-05
238,10663.757592773438,13668.1282265625,6.25e-05
239,10671.86316796875,13664.1846875,6.25e-05
240,10679.9850625,13607.525203125,3.125e-05
241,10664.648615234375,13577.116640625,3.125e-05
242,10662.393689453125,13581.909234375,3.125e-05
243,10640.220138671875,13572.50203125,3.125e-05
244,10656.64037109375,13607.97440625,3.125e-05
245,10657.4486953125,13605.4128359375,3.125e-05
246,10649.937662109374,13614.961765625,3.125e-05
247,10630.845689453125,13605.6143046875,3.125e-05
248,10632.00876953125,13625.6641328125,3.125e-05
249,10632.865763671874,13637.4906875,3.125e-05
250,10631.402322265625,13617.5642890625,3.125e-05
251,10660.695537109375,13607.7663984375,3.125e-05
252,10638.3028203125,13602.918296875,3.125e-05
253,10642.6746171875,13599.188515625,3.125e-05
254,10650.74174609375,13615.4698671875,3.125e-05
255,10634.689322265625,13613.42028125,1.5625e-05
256,10618.461984375,13604.8742734375,1.5625e-05
257,10659.054095703124,13595.1380390625,1.5625e-05
258,10625.976642578125,13565.1588828125,1.5625e-05
259,10614.26075390625,13594.4053671875,1.5625e-05
260,10616.807396484375,13622.9573046875,1.5625e-05
261,10621.793552734374,13600.995703125,1.5625e-05
262,10656.369419921875,13595.066515625,1.5625e-05
263,10626.737673828125,13514.6288828125,1.5625e-05
264,10619.11803515625,13568.7211875,1.5625e-05
265,10595.9235546875,13556.0085390625,1.5625e-05
266,10643.12633984375,13555.5775234375,1.5625e-05
267,10609.864307617188,13570.6847578125,1.5625e-05
268,10607.92661328125,13561.9827265625,1.5625e-05
269,10619.502201171876,13567.2101328125,1.5625e-05
270,10632.618119140625,13569.2627421875,1.5625e-05
271,10641.40928125,13588.8031484375,1.5625e-05
272,10628.645517578125,13604.3233828125,1.5625e-05
273,10636.38009765625,13573.5969140625,1.5625e-05
274,10638.33440625,13557.0166484375,1.5625e-05
275,10630.707765625,13598.1286875,7.8125e-06
276,10613.1630078125,13531.9967109375,7.8125e-06
277,10611.752138671874,13591.892875,7.8125e-06
278,10607.2873203125,13597.50015625,7.8125e-06
279,10617.566857421874,13562.8618359375,7.8125e-06
280,10640.524068359375,13594.113984375,7.8125e-06
281,10648.451612304687,13559.247640625,7.8125e-06
282,10611.18994921875,13575.827828125,7.8125e-06
283,10610.66191796875,13545.045640625,7.8125e-06
284,10629.77032421875,13551.97271875,7.8125e-06
285,10595.007046875,13570.257640625,7.8125e-06
286,10613.895763671875,13593.27175,3.90625e-06
287,10602.10601953125,13589.5914140625,3.90625e-06
288,10607.158150390625,13574.53928125,3.90625e-06
