epoch,train_loss,val_loss,learning_rate
60,10404.5326171875,12419.321109375,0.002
61,10438.72481640625,12516.25515625,0.002
62,10481.583173828125,12439.8615,0.002
63,10434.1906015625,12255.2968359375,0.002
64,10310.6890625,12219.5508203125,0.002
65,10312.141388671875,12212.060671875,0.002
66,10262.919087890625,12127.6362578125,0.002
67,10254.075935546874,12269.227578125,0.002
68,10185.308919921876,12260.4872109375,0.002
69,10139.57151953125,12248.0028828125,0.002
70,10168.324389648438,12261.17075,0.002
71,10171.672864257813,12178.485171875,0.002
72,10140.889291015625,12232.1606796875,0.002
73,10157.30125390625,12214.0758203125,0.002
74,10137.350248046874,12409.1052734375,0.002
75,10091.48221484375,12267.63690625,0.002
76,10138.14561328125,12325.0656328125,0.002
77,10165.773828125,12346.2638984375,0.002
78,9617.389741210938,11648.32,0.001
79,9352.790483398438,11695.6704140625,0.001
80,9296.617895507812,11727.668828125,0.001
81,9251.275737304688,11666.7324921875,0.001
82,9223.33647265625,11778.2289140625,0.001
83,9189.135819335937,11995.010453125,0.001
84,9158.363555664062,11811.1531953125,0.001
85,9149.093965820313,11759.3735390625,0.001
86,9129.016155273437,11775.9964765625,0.001
87,9099.040388671874,11643.79640625,0.001
88,9064.079245117187,11669.161796875,0.001
89,9082.681678710938,11637.278703125,0.001
90,9067.452565429687,11581.3134765625,0.001
91,9096.800194335938,11666.65853125,0.001
92,9068.126467773438,11647.8068828125,0.001
93,9046.46315625,11597.97753125,0.001
94,8988.923141601563,11587.251734375,0.001
95,8967.614434570312,11606.8489765625,0.001
96,8952.063057617188,11568.8971484375,0.001
97,8941.454616210938,11529.881921875,0.001
98,8933.870587890626,11612.733,0.001
99,8905.296600585938,11551.5815,0.001
100,8911.95101171875,11559.66771875,0.001
101,8905.583375,11577.4995078125,0.001
102,8876.665127929688,11640.1689609375,0.001
103,8891.006221679687,11675.7884765625,0.001
104,8885.167209960937,11583.0165078125,0.001
105,8909.099688476563,11632.9594921875,0.001
106,8950.9939765625,11582.8861640625,0.001
107,8983.825056640624,11629.10971875,0.001
108,8964.228068359374,11598.441171875,0.001
109,8668.240541992187,11350.481421875,0.0005
110,8548.99323046875,11410.06203125,0.0005
111,8500.448771484374,11364.118484375,0.0005
112,8473.608112304688,11385.205671875,0.0005
113,8463.480109375,11444.848171875,0.0005
114,8456.00991796875,11446.919828125,0.0005
115,8424.8126640625,11447.7341015625,0.0005
116,8403.91069921875,11477.34728125,0.0005
117,8404.736840820313,11443.0295234375,0.0005
118,8386.048184570313,11358.569921875,0.0005
119,8375.902552734375,11375.5479921875,0.0005
120,8379.349680664063,11454.8913125,0.0005
121,8298.377234375,11389.091484375,0.00025
122,8235.42977734375,11371.06764453125,0.00025
123,8207.85715625,11403.3753125,0.00025
124,8193.2995,11343.4210078125,0.00025
125,8168.9466484375,11330.2895234375,0.00025
126,8158.998982421875,11368.15828125,0.00025
127,8152.296643554688,11332.96225,0.00025
128,8145.310258789063,11390.1773671875,0.00025
129,8133.531479492188,11369.99015625,0.00025
130,8127.829466796875,11343.42037109375,0.00025
131,8118.177834960938,11402.292015625,0.00025
132,8102.452268554687,11375.3839765625,0.00025
133,8096.457272460938,11350.5698515625,0.00025
134,8091.5573232421875,11347.122828125,0.00025
135,8083.75887109375,11358.0641796875,0.00025
136,8084.769288085938,11352.0091875,0.00025
137,8043.020604492188,11348.939796875,0.000125
138,8018.629643554687,11350.86925,0.000125
139,8007.440698242188,11372.73013671875,0.000125
140,8002.687454101562,11354.08471875,0.000125
141,7996.353248046875,11368.1529765625,0.000125
142,7990.6239609375,11350.4193515625,0.000125
143,7984.4399765625,11354.4884453125,0.000125
144,7987.190983398437,11336.0563515625,0.000125
145,7970.314838867187,11327.936578125,0.000125
146,7966.06219140625,11357.439328125,0.000125
147,7959.55663671875,11341.8180859375,0.000125
148,7959.856350585937,11341.00530859375,0.000125
149,7951.713895507813,11362.0087109375,0.000125
150,7951.937153320312,11367.0600390625,0.000125
151,7947.934814453125,11351.7168359375,0.000125
152,7944.11563671875,11372.3632578125,0.000125
153,7933.889797851562,11368.388546875,0.000125
154,7936.680744140625,11343.7446875,0.000125
155,7932.834625976562,11382.0521015625,0.000125
156,7930.117819335937,11357.5294765625,0.000125
157,7909.0285087890625,11310.55446875,6.25e-05
158,7901.655741210938,11329.06763671875,6.25e-05
159,7901.4712890625,11310.092046875,6.25e-05
160,7898.523091796875,11325.6838125,6.25e-05
161,7884.707374023437,11324.4854296875,6.25e-05
162,7883.781494140625,11314.8161484375,6.25e-05
163,7886.35273046875,11320.5062578125,6.25e-05
164,7875.798141601563,11313.93846875,6.25e-05
165,7876.162552734375,11324.953390625,6.25e-05
166,7882.046545898437,11318.80265625,6.25e-05
167,7874.669678710938,11324.610203125,6.25e-05
168,7873.90602734375,11287.93680078125,6.25e-05
169,7864.182912109375,11322.8467734375,6.25e-05
170,7866.391856445312,11337.0492578125,6.25e-05
171,7865.044649414062,11321.29919921875,6.25e-05
172,7860.748447265625,11310.6904765625,6.25e-05
173,7863.4020771484375,11333.6733046875,6.25e-05
174,7857.422375,11333.7391015625,6.25e-05
175,7855.84746484375,11335.871265625,6.25e-05
176,7855.201205078125,11357.072609375,6.25e-05
177,7855.449438476562,11342.29825,6.25e-05
178,7857.866825195312,11354.577078125,6.25e-05
179,7849.288982421875,11341.5031015625,6.25e-05
180,7841.226997070313,11313.725953125,3.125e-05
181,7832.4248203125,11304.62834375,3.125e-05
182,7833.682903320312,11330.2206328125,3.125e-05
183,7826.321848632812,11299.4879453125,3.125e-05
184,7824.631524414062,11320.647765625,3.125e-05
185,7830.183889648438,11293.15162109375,3.125e-05
186,7826.953892578125,11299.618421875,3.125e-05
187,7825.784640625,11305.572421875,3.125e-05
188,7827.654983398437,11324.585703125,3.125e-05
189,7828.738279296875,11315.4092734375,3.125e-05
190,7816.125037109375,11314.5529765625,3.125e-05
191,7817.476872070312,11293.2742421875,1.5625e-05
192,7811.821470703125,11315.50409375,1.5625e-05
193,7815.6984365234375,11296.5928359375,1.5625e-05
